TIME_UNITS,Gateway Distance Grd:Goddard,Gateway Distance Grd:Guam,Gateway Distance Grd:WhiteSands,Gateway Distance TDRS13,Gateway Distance TDRS3,Gateway Distance TDRS5,Gateway Distance TDRS7
6270,411055.7891,404140.3267,408977.2916,450549.5528,445867.6078,373938.9781,404653.7422
6300,411068.1756,404140.3451,408991.8253,450546.0213,445915.2848,373988.5103,404569.6163
6330,411080.5515,404140.3877,409006.3585,450542.3281,445962.8144,374038.2161,404485.5051
6360,411092.9169,404140.4545,409020.8912,450538.4731,446010.1963,374088.0953,404401.4091
6390,411105.2716,404140.5456,409035.4232,450534.4563,446057.4304,374138.1476,404317.3286
6420,411117.6157,404140.661,409049.9546,450530.2778,446104.5166,374188.3728,404233.2641
6450,411129.949,404140.8006,409064.4854,450525.9376,446151.4547,374238.7706,404149.216
6480,411142.2717,404140.9645,409079.0154,450521.4358,446198.2445,374289.3407,404065.1846
6510,411154.5835,404141.1528,409093.5446,450516.7723,446244.886,374340.0828,403981.1704
6540,411166.8846,404141.3654,409108.073,450511.9471,446291.3788,374390.9966,403897.1738
6570,411179.1748,404141.6023,409122.6005,450506.9604,446337.723,374442.082,403813.1951
6600,411191.4542,404141.8636,409137.1271,450501.8121,446383.9183,374493.3386,403729.2349
6630,411203.7226,404142.1493,409151.6527,450496.5022,446429.9646,374544.7661,403645.2935
6660,411215.9801,404142.4594,409166.1773,450491.0308,446475.8617,374596.3642,403561.3713
6690,411228.2266,404142.7939,409180.7008,450485.3979,446521.6095,374648.1328,403477.4687
6720,411240.462,404143.1529,409195.2233,450479.6035,446567.2079,374700.0714,403393.5862
6750,411252.6864,404143.5363,409209.7445,450473.6477,446612.6566,374752.1799,403309.7241
6780,411264.8997,404143.9442,409224.2646,450467.5305,446657.9556,374804.4579,403225.8828
6810,411277.1019,404144.3766,409238.7834,450461.2519,446703.1046,374856.9052,403142.0628
6840,411289.2929,404144.8334,409253.3009,450454.8119,446748.1036,374909.5215,403058.2645
6870,411301.4727,404145.3148,409267.8171,450448.2107,446792.9524,374962.3064,402974.4882
6900,411313.6413,404145.8208,409282.3318,450441.4481,446837.6508,375015.2598,402890.7345
6930,411325.7985,404146.3513,409296.8452,450434.5242,446882.1987,375068.3813,402807.0036
6960,411337.9445,404146.9064,409311.357,450427.4392,446926.596,375121.6706,402723.2961
6990,411350.0791,404147.486,409325.8673,450420.1929,446970.8424,375175.1275,402639.6122
7020,411362.2023,404148.0903,409340.376,450412.7855,447014.9379,375228.7516,402555.9525
7050,411374.3141,404148.7192,409354.8831,450405.2169,447058.8824,375282.5427,402472.3174
7080,411386.4145,404149.3727,409369.3886,450397.4872,447102.6756,375336.5005,402388.7071
7110,411398.5033,404150.0509,409383.8923,450389.5965,447146.3174,375390.6247,402305.1223
7140,411410.5806,404150.7537,409398.3942,450381.5447,447189.8078,375444.915,402221.5632
7170,411422.6464,404151.4813,409412.8943,450373.332,447233.1464,375499.3711,402138.0303
7200,411434.7005,404152.2335,409427.3926,450364.9583,447276.3333,375553.9928,402054.524
7230,411446.743,404153.0104,409441.8889,450356.4237,447319.3683,375608.7797,401971.0447
7260,411458.7739,404153.8121,409456.3833,450347.7281,447362.2511,375663.7315,401887.5928
7290,411470.793,404154.6385,409470.8757,450338.8718,447404.9818,375718.8479,401804.1687
7320,411482.8004,404155.4897,409485.3661,450329.8546,447447.56,375774.1287,401720.7729
7350,411494.796,404156.3656,409499.8543,450320.6767,447489.9858,375829.5735,401637.4057
7380,411506.7798,404157.2663,409514.3404,450311.3381,447532.259,375885.1821,401554.0676
7410,411518.7517,404158.1918,409528.8244,450301.8387,447574.3793,375940.9542,401470.759
7440,411530.7118,404159.1422,409543.3061,450292.1787,447616.3468,375996.8894,401387.4803
7470,411542.6599,404160.1173,409557.7855,450282.3581,447658.1612,376052.9874,401304.2319
7500,411554.5961,404161.1173,409572.2625,450272.377,447699.8224,376109.248,401221.0141
7530,411566.5203,404162.1422,409586.7372,450262.2353,447741.3303,376165.6708,401137.8276
7560,411578.4324,404163.1919,409601.2095,450251.9331,447782.6848,376222.2556,401054.6725
7590,411590.3325,404164.2666,409615.6793,450241.4705,447823.8856,376279.0021,400971.5494
7620,411602.2205,404165.3661,409630.1466,450230.8475,447864.9328,376335.9098,400888.4587
7650,411614.0964,404166.4905,409644.6113,450220.0642,447905.8261,376392.9787,400805.4008
7680,411625.9601,404167.6399,409659.0734,450209.1205,447946.5654,376450.2082,400722.376
7710,411637.8116,404168.8142,409673.5329,450198.0166,447987.1505,376507.5982,400639.3849
7740,411649.6509,404170.0134,409687.9896,450186.7525,448027.5814,376565.1483,400556.4278
7770,411661.4779,404171.2376,409702.4436,450175.3282,448067.858,376622.8581,400473.5051
7800,411673.2925,404172.4868,409716.8948,450163.7438,448107.98,376680.7275,400390.6173
7830,411685.0949,404173.761,409731.3432,450151.9993,448147.9473,376738.7561,400307.7648
7860,411696.8849,404175.0602,409745.7887,450140.0948,448187.7599,376796.9436,400224.9479
7890,411708.6624,404176.3844,409760.2312,450128.0303,448227.4176,376855.2896,400142.1672
7920,411720.4275,404177.7336,409774.6708,450115.8059,448266.9202,376913.7939,400059.4229
7950,411732.1802,404179.1079,409789.1073,450103.4216,448306.2677,376972.4562,399976.7156
7980,411743.9203,404180.5072,409803.5407,450090.8775,448345.4599,377031.2761,399894.0456
8010,411755.6479,404181.9316,409817.9711,450078.1736,448384.4967,377090.2533,399811.4133
8040,411767.3629,404183.3811,409832.3982,450065.31,448423.3779,377149.3875,399728.8193
8070,411779.0653,404184.8557,409846.8222,450052.2867,448462.1035,377208.6784,399646.2638
8100,411790.755,404186.3553,409861.2429,450039.1038,448500.6733,377268.1257,399563.7473
8130,411802.4321,404187.8801,409875.6602,450025.7613,448539.0871,377327.729,399481.2703
8160,411814.0964,404189.43,409890.0743,450012.2594,448577.3449,377387.4881,399398.8331
8190,411825.748,404191.005,409904.4849,449998.5979,448615.4466,377447.4026,399316.4361
8220,411837.3868,404192.6052,409918.892,449984.7771,448653.3919,377507.4722,399234.0798
8250,411849.0128,404194.2305,409933.2957,449970.7969,448691.1809,377567.6965,399151.7646
8280,411860.6259,404195.881,409947.6959,449956.6574,448728.8133,377628.0754,399069.4908
8310,411872.2261,404197.5567,409962.0924,449942.3586,448766.289,377688.6084,398987.259
8340,411883.8134,404199.2576,409976.4853,449927.9007,448803.608,377749.2952,398905.0695
8370,411895.3878,404200.9837,409990.8746,449913.2837,448840.77,377810.1355,398822.9228
8400,411906.9492,404202.735,410005.2601,449898.5075,448877.7751,377871.129,398740.8192
8430,411918.4975,404204.5115,410019.6418,449883.5724,448914.623,377932.2753,398658.7592
8460,411930.0328,404206.3132,410034.0197,449868.4784,448951.3137,377993.5741,398576.7432
8490,411941.555,404208.1402,410048.3938,449853.2254,448987.8469,378055.0252,398494.7716
8520,411953.0641,404209.9925,410062.7639,449837.8136,449024.2227,378116.6281,398412.8448
8550,411964.56,404211.87,410077.1301,449822.243,449060.4409,378178.3826,398330.9633
8580,411976.0428,404213.7728,410091.4923,449806.5138,449096.5014,378240.2883,398249.1274
8610,411987.5123,404215.7008,410105.8505,449790.6258,449132.404,378302.3449,398167.3376
8640,411998.9686,404217.6542,410120.2045,449774.5793,449168.1487,378364.552,398085.5944
8670,412010.4116,404219.6328,410134.5544,449758.3743,449203.7352,378426.9094,398003.898
8700,412021.8412,404221.6368,410148.9001,449742.0108,449239.1636,378489.4167,397922.2489
8730,412033.2575,404223.6661,410163.2416,449725.4889,449274.4337,378552.0736,397840.6476
8760,412044.6604,404225.7207,410177.5788,449708.8087,449309.5454,378614.8797,397759.0945
8790,412056.0499,404227.8007,410191.9117,449691.9702,449344.4986,378677.8347,397677.5899
8820,412067.426,404229.906,410206.2402,449674.9736,449379.2931,378740.9383,397596.1344
8850,412078.7885,404232.0367,410220.5642,449657.8187,449413.9289,378804.1901,397514.7283
8880,412090.1376,404234.1927,410234.8838,449640.5058,449448.4058,378867.5898,397433.3719
8910,412101.4731,404236.3741,410249.199,449623.035,449482.7237,378931.1371,397352.0659
8940,412112.795,404238.5809,410263.5095,449605.4061,449516.8826,378994.8317,397270.8105
8970,412124.1033,404240.8131,410277.8155,449587.6194,449550.8822,379058.6731,397189.6062
9000,412135.3979,404243.0706,410292.1167,449569.6749,449584.7226,379122.6611,397108.4534
9030,412146.6789,404245.3536,410306.4134,449551.5727,449618.4035,379186.7954,397027.3525
9060,412157.9461,404247.662,410320.7052,449533.3128,449651.925,379251.0755,396946.304
9090,412169.1996,404249.9958,410334.9923,449514.8954,449685.2868,379315.5012,396865.3082
9120,412180.4394,404252.3551,410349.2745,449496.3204,449718.4889,379380.0721,396784.3656
9150,412191.6653,404254.7398,410363.5519,449477.5879,449751.5311,379444.7878,396703.4766
9180,412202.8774,404257.1499,410377.8244,449458.6981,449784.4134,379509.6481,396622.6416
9210,412214.0756,404259.5855,410392.0918,449439.651,449817.1357,379574.6526,396541.861
9240,412225.2599,404262.0466,410406.3543,449420.4466,449849.6978,379639.8009,396461.1353
9270,412236.4302,404264.5331,410420.6117,449401.0851,449882.0996,379705.0928,396380.4648
9300,412247.5866,404267.0451,410434.864,449381.5665,449914.3411,379770.5278,396299.85
9330,412258.729,404269.5826,410449.1111,449361.8909,449946.4222,379836.1056,396219.2913
9360,412269.8574,404272.1456,410463.3531,449342.0584,449978.3426,379901.8259,396138.7891
9390,412280.9717,404274.734,410477.5898,449322.069,450010.1024,379967.6883,396058.3439
9420,412292.0719,404277.348,410491.8212,449301.9228,450041.7014,380033.6925,395977.956
9450,412303.158,404279.9875,410506.0473,449281.62,450073.1396,380099.8381,395897.6259
9480,412314.2299,404282.6525,410520.268,449261.1605,450104.4168,380166.1248,395817.354
9510,412325.2876,404285.343,410534.4832,449240.5444,450135.5329,380232.5523,395737.1406
9540,412336.3311,404288.059,410548.693,449219.7719,450166.4879,380299.1202,395656.9863
9570,412347.3603,404290.8006,410562.8973,449198.843,450197.2816,380365.8281,395576.8915
9600,412358.3753,404293.5677,410577.096,449177.7577,450227.9139,380432.6757,395496.8565
9630,412369.376,404296.3603,410591.2891,449156.5163,450258.3848,380499.6626,395416.8818
9660,412380.3623,404299.1785,410605.4766,449135.1186,450288.6941,380566.7886,395336.9677
9690,412391.3342,404302.0223,410619.6584,449113.5649,450318.8418,380634.0532,395257.1148
9720,412402.2917,404304.8916,410633.8344,449091.8553,450348.8277,380701.4561,395177.3234
9750,412413.2348,404307.7865,410648.0046,449069.9897,450378.6518,380768.9969,395097.594
9780,412424.1634,404310.707,410662.169,449047.9682,450408.3139,380836.6753,395017.9269
9810,412435.0775,404313.653,410676.3275,449025.7911,450437.814,380904.491,394938.3227
9840,412445.977,404316.6246,410690.4801,449003.4583,450467.152,380972.4435,394858.7816
9870,412456.862,404319.6218,410704.6267,448980.9699,450496.3277,381040.5326,394779.3041
9900,412467.7324,404322.6446,410718.7673,448958.326,450525.3412,381108.7578,394699.8907
9930,412478.5882,404325.693,410732.9019,448935.5267,450554.1922,381177.1189,394620.5417
9960,412489.4294,404328.767,410747.0303,448912.5721,450582.8808,381245.6154,394541.2577
9990,412500.2558,404331.8666,410761.1526,448889.4622,450611.4067,381314.247,394462.0389
10020,412511.0675,404334.9918,410775.2687,448866.1972,450639.77,381383.0134,394382.8858
10050,412521.8645,404338.1426,410789.3785,448842.7772,450667.9706,381451.9142,394303.7988
10080,412532.6467,404341.319,410803.4821,448819.2022,450696.0082,381520.949,394224.7784
10110,412543.4141,404344.5211,410817.5793,448795.4723,450723.883,381590.1174,394145.8249
10140,412554.1667,404347.7487,410831.6701,448771.5876,450751.5947,381659.4192,394066.9388
10170,412564.9044,404351.002,410845.7546,448747.5482,450779.1433,381728.854,393988.1205
10200,412575.6272,404354.281,410859.8325,448723.3542,450806.5286,381798.4213,393909.3704
10230,412586.3351,404357.5855,410873.904,448699.0056,450833.7507,381868.1209,393830.689
10260,412597.028,404360.9157,410887.9689,448674.5027,450860.8094,381937.9523,393752.0766
10290,412607.706,404364.2716,410902.0272,448649.8454,450887.7047,382007.9153,393673.5336
10320,412618.3689,404367.6531,410916.0788,448625.0338,450914.4364,382078.0094,393595.0605
10350,412629.0167,404371.0602,410930.1238,448600.0681,450941.0045,382148.2343,393516.6578
10380,412639.6495,404374.493,410944.162,448574.9484,450967.4089,382218.5896,393438.3257
10410,412650.2672,404377.9514,410958.1935,448549.6746,450993.6494,382289.075,393360.0648
10440,412660.8698,404381.4355,410972.2181,448524.247,451019.7261,382359.69,393281.8754
10470,412671.4572,404384.9452,410986.2358,448498.6657,451045.6389,382430.4344,393203.758
10500,412682.0294,404388.4806,411000.2467,448472.9306,451071.3876,382501.3078,393125.713
10530,412692.5864,404392.0417,411014.2505,448447.042,451096.9721,382572.3097,393047.7407
10560,412703.1281,404395.6284,411028.2474,448420.9998,451122.3925,382643.4399,392969.8417
10590,412713.6546,404399.2408,411042.2372,448394.8043,451147.6486,382714.698,392892.0163
10620,412724.1657,404402.8788,411056.22,448368.4555,451172.7403,382786.0835,392814.2649
10650,412734.6615,404406.5425,411070.1956,448341.9535,451197.6676,382857.5962,392736.588
10680,412745.1419,404410.2319,411084.164,448315.2984,451222.4304,382929.2357,392658.986
10710,412755.607,404413.947,411098.1252,448288.4903,451247.0286,383001.0015,392581.4593
10740,412766.0566,404417.6877,411112.0791,448261.5293,451271.4621,383072.8933,392504.0083
10770,412776.4907,404421.4541,411126.0257,448234.4155,451295.7309,383144.9109,392426.6334
10800,412786.9094,404425.2462,411139.9649,448207.149,451319.8348,383217.0536,392349.335
10830,412797.3126,404429.0639,411153.8968,448179.7299,451343.7738,383289.3214,392272.1136
10860,412807.7002,404432.9074,411167.8212,448152.1583,451367.5479,383361.7136,392194.9696
10890,412818.0722,404436.7765,411181.7381,448124.4343,451391.1569,383434.23,392117.9033
10920,412828.4287,404440.6713,411195.6474,448096.5581,451414.6009,383506.8702,392040.9153
10950,412838.7695,404444.5917,411209.5492,448068.5296,451437.8796,383579.6339,391964.0059
10980,412849.0947,404448.5378,411223.4434,448040.3491,451460.993,383652.5206,391887.1755
11010,412859.4042,404452.5097,411237.3299,448012.0166,451483.9411,383725.5299,391810.4245
11040,412869.698,404456.5072,411251.2087,447983.5323,451506.7238,383798.6616,391733.7534
11070,412879.976,404460.5303,411265.0797,447954.8962,451529.3411,383871.9152,391657.1626
11100,412890.2383,404464.5792,411278.9429,447926.1084,451551.7928,383945.2904,391580.6524
11130,412900.4848,404468.6537,411292.7983,447897.1691,451574.0788,384018.7867,391504.2234
11160,412910.7154,404472.7539,411306.6458,447868.0783,451596.1992,384092.4039,391427.8759
11190,412920.9303,404476.8798,411320.4854,447838.8362,451618.1538,384166.1414,391351.6103
11220,412931.1292,404481.0313,411334.3169,447809.4429,451639.9426,384239.9991,391275.427
11250,412941.3122,404485.2086,411348.1405,447779.8984,451661.5656,384313.9764,391199.3265
11280,412951.4793,404489.4115,411361.956,447750.203,451683.0225,384388.073,391123.3092
11310,412961.6305,404493.64,411375.7634,447720.3566,451704.3135,384462.2885,391047.3755
11340,412971.7656,404497.8943,411389.5627,447690.3595,451725.4383,384536.6226,390971.5257
11370,412981.8847,404502.1742,411403.3537,447660.2117,451746.397,384611.0748,390895.7604
11400,412991.9878,404506.4798,411417.1365,447629.9133,451767.1895,384685.6448,390820.0799
11430,413002.0748,404510.811,411430.911,447599.4645,451787.8157,384760.3322,390744.4846
11460,413012.1458,404515.168,411444.6773,447568.8653,451808.2755,384835.1367,390668.975
11490,413022.2006,404519.5506,411458.4351,447538.116,451828.569,384910.0578,390593.5514
11520,413032.2392,404523.9588,411472.1845,447507.2165,451848.696,384985.0952,390518.2143
11550,413042.2617,404528.3927,411485.9255,447476.167,451868.6564,385060.2484,390442.964
11580,413052.2679,404532.8523,411499.658,447444.9676,451888.4503,385135.5172,390367.8011
11610,413062.258,404537.3375,411513.3819,447413.6185,451908.0775,385210.901,390292.7259
11640,413072.2317,404541.8484,411527.0972,447382.1197,451927.5379,385286.3996,390217.7388
11670,413082.1892,404546.3849,411540.8039,447350.4714,451946.8317,385362.0126,390142.8402
11700,413092.1304,404550.9471,411554.502,447318.6737,451965.9585,385437.7396,390068.0305
11730,413102.0552,404555.5349,411568.1913,447286.7267,451984.9185,385513.5801,389993.3102
11760,413111.9637,404560.1484,411581.8719,447254.6305,452003.7116,385589.5338,389918.6797
11790,413121.8558,404564.7875,411595.5436,447222.3852,452022.3376,385665.6004,389844.1393
11820,413131.7314,404569.4522,411609.2066,447189.991,452040.7966,385741.7794,389769.6895
11850,413141.5906,404574.1426,411622.8606,447157.448,452059.0885,385818.0705,389695.3307
11880,413151.4334,404578.8586,411636.5057,447124.7563,452077.2132,385894.4732,389621.0634
11910,413161.2596,404583.6003,411650.1418,447091.916,452095.1707,385970.9872,389546.8878
11940,413171.0693,404588.3675,411663.7689,447058.9272,452112.9609,386047.6121,389472.8044
11970,413180.8625,404593.1604,411677.387,447025.7901,452130.5837,386124.3475,389398.8136
12000,413190.6391,404597.9789,411690.9959,446992.5048,452148.0392,386201.1931,389324.9159
12030,413200.3991,404602.823,411704.5957,446959.0714,452165.3272,386278.1484,389251.1117
12060,413210.1424,404607.6928,411718.1863,446925.49,452182.4478,386355.213,389177.4013
12090,413219.8691,404612.5881,411731.7677,446891.7608,452199.4008,386432.3866,389103.7851
12120,413229.5792,404617.509,411745.3398,446857.8839,452216.1862,386509.6688,389030.2636
12150,413239.2725,404622.4555,411758.9026,446823.8594,452232.8039,386587.0592,388956.8372
12180,413248.9491,404627.4276,411772.456,446789.6874,452249.254,386664.5573,388883.5063
12210,413258.6089,404632.4253,411786.0001,446755.3681,452265.5363,386742.1629,388810.2713
12240,413268.252,404637.4486,411799.5346,446720.9016,452281.6508,386819.8755,388737.1326
12270,413277.8783,404642.4975,411813.0597,446686.2879,452297.5975,386897.6948,388664.0905
12300,413287.4877,404647.5719,411826.5753,446651.5274,452313.3763,386975.6202,388591.1456
12330,413297.0802,404652.6719,411840.0813,446616.62,452328.9872,387053.6516,388518.2982
12360,413306.6559,404657.7975,411853.5777,446581.5658,452344.43,387131.7883,388445.5488
12390,413316.2147,404662.9486,411867.0644,446546.3652,452359.7049,387210.0302,388372.8976
12420,413325.7566,404668.1252,411880.5414,446511.0181,452374.8117,387288.3767,388300.3452
12450,413335.2815,404673.3274,411894.0087,446475.5246,452389.7503,387366.8276,388227.8919
12480,413344.7894,404678.5552,411907.4662,446439.885,452404.5208,387445.3823,388155.5382
12510,413354.2803,404683.8085,411920.9139,446404.0994,452419.1231,387524.0405,388083.2844
12540,413363.7541,404689.0873,411934.3517,446368.1678,452433.5572,387602.8019,388011.131
12570,413373.211,404694.3916,411947.7796,446332.0905,452447.8229,387681.6659,387939.0783
12600,413382.6507,404699.7215,411961.1976,446295.8675,452461.9203,387760.6323,387867.1268
12630,413392.0733,404705.0768,411974.6055,446259.4989,452475.8494,387839.7006,387795.2769
12660,413401.4788,404710.4577,411988.0035,446222.9851,452489.61,387918.8705,387723.5289
12690,413410.8672,404715.864,412001.3913,446186.3259,452503.2022,387998.1415,387651.8833
12720,413420.2384,404721.2959,412014.769,446149.5217,452516.6259,388077.5132,387580.3405
12750,413429.5923,404726.7532,412028.1366,446112.5725,452529.881,388156.9854,387508.9008
12780,413438.9291,404732.236,412041.494,446075.4784,452542.9676,388236.5574,387437.5647
12810,413448.2486,404737.7443,412054.8411,446038.2397,452555.8856,388316.2291,387366.3326
12840,413457.5508,404743.278,412068.1779,446000.8563,452568.6349,388395.9999,387295.2049
12870,413466.8357,404748.8372,412081.5044,445963.3286,452581.2155,388475.8695,387224.182
12900,413476.1034,404754.4218,412094.8205,445925.6566,452593.6275,388555.8375,387153.2642
12930,413485.3536,404760.0319,412108.1263,445887.8404,452605.8706,388635.9035,387082.4521
12960,413494.5865,404765.6674,412121.4215,445849.8802,452617.945,388716.067,387011.7459
12990,413503.802,404771.3283,412134.7063,445811.7762,452629.8506,388796.3278,386941.1461
13020,413513.0001,404777.0147,412147.9806,445773.5284,452641.5872,388876.6853,386870.653
13050,413522.1808,404782.7264,412161.2442,445735.1371,452653.155,388957.1393,386800.2672
13080,413531.3439,404788.4636,412174.4973,445696.6023,452664.5539,389037.6892,386729.9889
13110,413540.4896,404794.2261,412187.7397,445657.9242,452675.7838,389118.3348,386659.8186
13140,413549.6178,404800.014,412200.9714,445619.103,452686.8447,389199.0756,386589.7567
13170,413558.7285,404805.8273,412214.1923,445580.1387,452697.7367,389279.9111,386519.8036
13200,413567.8216,404811.666,412227.4025,445541.0316,452708.4595,389360.8411,386449.9596
13230,413576.8971,404817.53,412240.6018,445501.7818,452719.0133,389441.8651,386380.2253
13260,413585.9551,404823.4194,412253.7903,445462.3893,452729.3979,389522.9828,386310.6008
13290,413594.9954,404829.3341,412266.9679,445422.8545,452739.6135,389604.1936,386241.0868
13320,413604.018,404835.2741,412280.1345,445383.1773,452749.6598,389685.4972,386171.6835
13350,413613.023,404841.2395,412293.2901,445343.3581,452759.537,389766.8933,386102.3913
13380,413622.0103,404847.2302,412306.4347,445303.3968,452769.2449,389848.3814,386033.2107
13410,413630.9799,404853.2462,412319.5683,445263.2937,452778.7836,389929.9611,385964.1421
13440,413639.9317,404859.2874,412332.6907,445223.0489,452788.153,390011.632,385895.1858
13470,413648.8658,404865.354,412345.802,445182.6625,452797.3532,390093.3938,385826.3422
13500,413657.7821,404871.4458,412358.9021,445142.1348,452806.384,390175.2459,385757.6117
13530,413666.6806,404877.5629,412371.9909,445101.4658,452815.2454,390257.1881,385688.9948
13560,413675.5613,404883.7053,412385.0685,445060.6557,452823.9375,390339.2199,385620.4918
13590,413684.4241,404889.8728,412398.1348,445019.7047,452832.4602,390421.3409,385552.1031
13620,413693.2691,404896.0657,412411.1897,444978.6128,452840.8134,390503.5507,385483.8291
13650,413702.0961,404902.2837,412424.2332,444937.3804,452848.9972,390585.8489,385415.6702
13680,413710.9053,404908.527,412437.2653,444896.0074,452857.0116,390668.2352,385347.6268
13710,413719.6965,404914.7954,412450.2859,444854.4941,452864.8565,390750.709,385279.6992
13740,413728.4697,404921.0891,412463.295,444812.8406,452872.5318,390833.2701,385211.8879
13770,413737.225,404927.4079,412476.2926,444771.0471,452880.0377,390915.9179,385144.1933
13800,413745.9623,404933.7519,412489.2785,444729.1138,452887.374,390998.6522,385076.6157
13830,413754.6816,404940.1211,412502.2528,444687.0407,452894.5408,391081.4725,385009.1555
13860,413763.3828,404946.5154,412515.2155,444644.828,452901.5379,391164.3783,384941.8132
13890,413772.0659,404952.9348,412528.1664,444602.476,452908.3655,391247.3694,384874.5891
13920,413780.731,404959.3794,412541.1056,444559.9847,452915.0235,391330.4452,384807.4836
13950,413789.3779,404965.8491,412554.033,444517.3543,452921.5118,391413.6055,384740.4971
13980,413798.0068,404972.3439,412566.9485,444474.585,452927.8305,391496.8497,384673.63
14010,413806.6175,404978.8637,412579.8522,444431.6769,452933.9795,391580.1775,384606.8826
14040,413815.21,404985.4087,412592.7439,444388.6302,452939.9589,391663.5885,384540.2554
14070,413823.7843,404991.9787,412605.6237,444345.445,452945.7686,391747.0822,384473.7487
14100,413832.3404,404998.5737,412618.4915,444302.1216,452951.4085,391830.6583,384407.3629
14130,413840.8783,405005.1938,412631.3473,444258.66,452956.8788,391914.3164,384341.0985
14160,413849.3979,405011.839,412644.191,444215.0604,452962.1793,391998.0561,384274.9557
14190,413857.8992,405018.5091,412657.0226,444171.3231,452967.3101,392081.8769,384208.9351
14220,413866.3823,405025.2043,412669.842,444127.4481,452972.2711,392165.7784,384143.0369
14250,413874.847,405031.9244,412682.6493,444083.4356,452977.0624,392249.7603,384077.2615
14280,413883.2934,405038.6696,412695.4443,444039.2857,452981.6839,392333.8222,384011.6094
14310,413891.7215,405045.4396,412708.227,443994.9988,452986.1357,392417.9635,383946.0808
14340,413900.1312,405052.2347,412720.9975,443950.5748,452990.4176,392502.184,383880.6763
14370,413908.5225,405059.0547,412733.7556,443906.014,452994.5298,392586.4833,383815.3962
14400,413916.8953,405065.8996,412746.5013,443861.3166,452998.4721,392670.8608,383750.2408
14430,413925.2498,405072.7694,412759.2346,443816.4826,453002.2446,392755.3163,383685.2105
14460,413933.5857,405079.6641,412771.9554,443771.5123,453005.8474,392839.8493,383620.3058
14490,413941.9032,405086.5837,412784.6637,443726.4059,453009.2803,392924.4594,383555.527
14520,413950.2022,405093.5281,412797.3595,443681.1635,453012.5433,393009.1461,383490.8744
14550,413958.4827,405100.4975,412810.0426,443635.7852,453015.6366,393093.9092,383426.3485
14580,413966.7447,405107.4916,412822.7132,443590.2713,453018.5599,393178.7481,383361.9497
14610,413974.9881,405114.5106,412835.3711,443544.6219,453021.3135,393263.6626,383297.6782
14640,413983.2129,405121.5544,412848.0163,443498.8372,453023.8972,393348.6521,383233.5346
14670,413991.4192,405128.623,412860.6488,443452.9173,453026.3111,393433.7162,383169.5191
14700,413999.6068,405135.7164,412873.2685,443406.8625,453028.5551,393518.8547,383105.6322
14730,414007.7758,405142.8346,412885.8754,443360.6728,453030.6292,393604.0669,383041.8742
14760,414015.9262,405149.9775,412898.4694,443314.3486,453032.5336,393689.3527,382978.2455
14790,414024.0579,405157.1452,412911.0506,443267.8898,453034.268,393774.7114,382914.7464
14820,414032.1709,405164.3376,412923.6188,443221.2968,453035.8326,393860.1428,382851.3774
14850,414040.2652,405171.5547,412936.174,443174.5697,453037.2274,393945.6464,382788.1388
14880,414048.3407,405178.7965,412948.7163,443127.7086,453038.4523,394031.2218,382725.0311
14910,414056.3976,405186.0629,412961.2455,443080.7138,453039.5074,394116.8687,382662.0545
14940,414064.4356,405193.3541,412973.7616,443033.5853,453040.3926,394202.5865,382599.2094
14970,414072.4549,405200.6699,412986.2646,442986.3235,453041.108,394288.3749,382536.4962
15000,414080.4554,405208.0103,412998.7544,442938.9284,453041.6535,394374.2335,382473.9154
15030,414088.4371,405215.3754,413011.2311,442891.4003,453042.0292,394460.1619,382411.4671
15060,414096.3999,405222.765,413023.6945,442843.7393,453042.2351,394546.1597,382349.1519
15090,414104.3439,405230.1792,413036.1447,442795.9456,453042.2711,394632.2264,382286.9701
15120,414112.269,405237.618,413048.5815,442748.0193,453042.1374,394718.3617,382224.9221
15150,414120.1752,405245.0814,413061.005,442699.9607,453041.8338,394804.5651,382163.0082
15180,414128.0625,405252.5693,413073.4151,442651.7699,453041.3604,394890.8362,382101.2288
